FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,MW,Year,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,TGD,Prob_D,Elo_Before_Home,Elo_Before_Away,Days_D,form_diff,SP_diff,Overall_diff,Attack_diff,Midfield_diff,Defence_diff
D,17.0,12.0,8.0,5.0,16.0,18.0,9.0,5.0,4.0,3.0,0.0,0.0,2.61,3.295,2.7449999999999997,2.75,3.37,2.88,9,2013,2.03,1.92,1.93,1.87,8,0.23465944949055553,1039.4380913650673,988.5729620574951,-1.0,0.885,0.06666666666666665,-3,-2,-4,-2
H,10.0,9.0,5.0,5.0,8.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,1.2266666666666666,6.153333333333333,13.1,1.25,6.67,15.0,9,2013,1.5,2.88,1.44,2.67,6,0.23840775135150963,1061.953325265208,1001.7328184857934,0.0,1.55,0.4666666666666666,8,11,10,7
H,10.0,8.0,6.0,4.0,13.0,7.0,6.0,4.0,3.0,2.0,0.0,0.0,1.985,3.5050000000000003,3.8216666666666668,2.01,3.73,3.93,9,2013,1.85,2.1,1.78,2.03,-6,0.25484097628647767,985.5493936452224,1018.6775508567159,-1.0,-0.8049999999999999,-0.06666666666666665,3,7,3,6
D,15.0,16.0,9.0,8.0,6.0,17.0,6.0,8.0,1.0,1.0,0.0,0.0,2.7900000000000005,3.3616666666666664,2.5233333333333334,2.9,3.57,2.55,9,2013,1.87,2.08,1.8,2.0,-14,0.2592428553340992,937.3056019222381,1025.4021105593933,0.0,-2.06,-0.5333333333333333,-6,-6,-6,-4
A,11.0,11.0,6.0,4.0,14.0,8.0,2.0,3.0,0.0,3.0,0.0,0.0,4.18,3.696666666666666,1.8483333333333334,4.5,4.03,1.9,9,2013,1.63,2.52,1.57,2.35,-14,0.2592428553340992,934.740780941415,1023.0470295416052,0.0,-1.648,-0.5333333333333334,-7,-9,-4,-8
D,11.0,6.0,6.0,3.0,12.0,6.0,7.0,3.0,2.0,2.0,0.0,0.0,1.9800000000000002,3.3499999999999996,4.096666666666667,2.1,3.4,4.58,9,2013,2.47,1.67,2.29,1.61,-2,0.2505961674670044,993.7280920547937,1007.9885147288745,1.0,-0.28600000000000003,-0.06666666666666671,0,-1,1,1
H,17.0,15.0,13.0,11.0,10.0,16.0,6.0,6.0,3.0,4.0,0.0,0.0,2.283333333333333,3.3816666666666664,3.1700000000000004,2.35,3.59,3.37,9,2013,1.89,2.06,1.83,1.97,-10,0.2577450794757256,950.804419074206,1022.7657991362521,0.0,-1.939,-0.4666666666666667,0,-1,-2,0
D,8.0,26.0,5.0,15.0,16.0,9.0,5.0,9.0,3.0,1.0,0.0,0.0,2.6816666666666666,3.3749999999999996,2.5999999999999996,2.82,3.5,2.65,10,2013,1.83,2.19,1.78,2.04,-1,0.24933431122719324,1024.1607896156452,1038.7112686752869,1.0,-0.174,-0.06666666666666665,1,4,-1,-2
D,20.0,10.0,12.0,3.0,10.0,13.0,14.0,3.0,0.0,1.0,0.0,1.0,1.5633333333333332,4.081666666666666,6.165,1.6,4.39,6.89,10,2013,1.83,2.16,1.75,2.08,0,0.24799478952477588,989.2997847472756,996.5000194611725,0.0,-0.8089999999999999,0.0,2,-5,3,2
H,11.0,7.0,7.0,3.0,13.0,13.0,6.0,1.0,5.0,3.0,0.0,1.0,1.7016666666666669,3.876666666666667,5.036666666666667,1.75,4.06,5.25,10,2013,1.67,2.49,1.62,2.29,3,0.24352432716659092,1074.0610696085523,1038.6765990519118,-1.0,1.03,0.33333333333333337,2,6,2,2
H,12.0,8.0,8.0,3.0,11.0,13.0,9.0,1.0,1.0,5.0,0.0,0.0,2.615,3.276666666666667,2.775,2.67,3.36,2.88,10,2013,2.25,1.8,2.1,1.73,-10,0.2577450794757256,941.3873771674515,993.9332008663293,0.0,-0.08099999999999999,-0.06666666666666665,-2,-2,-1,-2
D,23.0,18.0,12.0,8.0,11.0,15.0,8.0,8.0,0.0,2.0,0.0,0.0,1.8483333333333336,3.6183333333333336,4.296666666666667,1.95,3.86,4.68,10,2013,1.84,2.16,1.79,2.03,-2,0.2505961674670044,927.4832605672016,938.5469228659863,0.0,0.33699999999999974,-0.13333333333333336,4,5,4,3
A,11.0,9.0,1.0,6.0,10.0,17.0,6.0,7.0,2.0,3.0,0.0,0.0,2.0683333333333334,3.3016666666666663,3.7816666666666663,2.16,3.41,4.0,10,2013,2.34,1.7,2.2,1.67,8,0.23465944949055553,1007.7834059173389,950.558880528615,0.0,0.369,0.2666666666666667,0,1,1,3
D,9.0,11.0,7.0,7.0,12.0,9.0,8.0,6.0,4.0,1.0,0.0,0.0,4.471666666666667,3.641666666666667,1.8083333333333333,4.8,3.8,1.85,10,2013,1.74,2.28,1.68,2.16,-11,0.25825367230956514,993.4489525071375,1076.1263234419878,1.0,-1.8880000000000001,-0.5333333333333334,-7,-8,-7,-8
A,13.0,7.0,10.0,4.0,10.0,11.0,9.0,3.0,1.0,1.0,0.0,0.0,1.468333333333333,4.391666666666667,7.041666666666667,1.53,4.56,7.45,10,2013,1.66,2.42,1.59,2.31,10,0.23065777084398498,1030.558723781153,962.8465157449991,-1.0,1.265,0.5333333333333334,6,8,6,7
H,16.0,9.0,6.0,5.0,6.0,12.0,8.0,6.0,1.0,0.0,0.0,0.0,1.745,3.72,4.886666666666667,1.76,4.07,5.25,10,2013,1.73,2.36,1.67,2.19,14,0.22195537280034086,1007.7269250407658,927.2290867018672,0.0,1.983,0.2,1,1,0,0
D,6.0,18.0,1.0,8.0,11.0,12.0,3.0,7.0,3.0,0.0,0.0,0.0,4.9799999999999995,3.83,1.7033333333333334,5.2,4.0,1.74,10,2013,1.73,2.32,1.67,2.2,-7,0.25569545875893795,1010.7237024654589,1070.237191243864,0.0,-1.6049999999999998,-0.4,-8,-10,-9,-8
D,15.0,9.0,9.0,5.0,12.0,10.0,8.0,6.0,1.0,2.0,0.0,0.0,1.55,4.083333333333334,6.388333333333333,1.57,4.4,7.0,11,2013,1.64,2.46,1.59,2.32,2,0.2450883375885501,1029.6915393040656,1024.3700655060773,0.0,0.657,0.0,3,2,4,5
A,10.0,16.0,7.0,7.0,12.0,7.0,5.0,6.0,1.0,1.0,0.0,0.0,6.866666666666667,4.298333333333333,1.4866666666666666,7.1,4.69,1.5,11,2013,1.69,2.36,1.64,2.24,-18,0.2592802277729883,962.1912009312375,1083.0461293563985,0.0,-2.858,-0.46666666666666673,-7,-12,-9,-11
D,12.0,9.0,3.0,5.0,12.0,13.0,4.0,7.0,1.0,3.0,0.0,0.0,1.9516666666666664,3.5533333333333332,3.9466666666666668,2.01,3.77,4.0,11,2013,1.79,2.2,1.75,2.07,14,0.22195537280034086,1074.9584618813292,989.4033896225552,1.0,2.332,0.06666666666666665,2,6,0,2
H,16.0,6.0,10.0,4.0,14.0,14.0,6.0,2.0,1.0,3.0,0.0,0.0,1.4833333333333332,4.101666666666667,7.343333333333334,1.55,4.46,8.21,11,2013,1.95,2.02,1.88,1.91,6,0.23840775135150963,1038.5019927848548,996.1510855147163,0.0,-0.008000000000000007,0.13333333333333336,1,-1,3,3
H,16.0,6.0,8.0,2.0,16.0,7.0,8.0,2.0,1.0,2.0,0.0,0.0,1.6050000000000002,4.058333333333333,5.711666666666666,1.65,4.4,6.12,11,2013,1.7,2.4,1.64,2.23,6,0.23840775135150963,1069.3890028164906,1018.6341155365625,0.0,1.347,0.2666666666666667,2,3,5,1
A,14.0,10.0,9.0,5.0,8.0,14.0,11.0,4.0,1.0,2.0,0.0,0.0,1.9816666666666667,3.4683333333333337,3.8983333333333334,2.05,3.66,4.0,11,2013,1.84,2.14,1.78,2.02,-4,0.2528815935799697,996.3964145858929,1011.5718908928324,-1.0,-0.578,-0.06666666666666665,3,6,3,5
D,7.0,10.0,3.0,3.0,9.0,16.0,10.0,3.0,0.0,1.0,0.0,0.0,2.2366666666666664,3.365,3.2450000000000006,2.3,3.59,3.32,11,2013,1.85,2.12,1.79,2.01,1,0.2465789867860092,938.3877577622816,952.8883409877304,-1.0,-2.009,-0.2,-2,0,-4,-2
D,11.0,5.0,5.0,3.0,11.0,10.0,10.0,6.0,2.0,2.0,0.0,0.0,2.421666666666667,3.4233333333333333,2.8749999999999996,2.5,3.64,3.04,11,2013,1.75,2.33,1.67,2.19,-15,0.25939097731144883,915.6435776341839,994.6168140677961,-2.0,-1.0110000000000001,-0.26666666666666666,-1,-1,1,-2
H,10.0,17.0,5.0,8.0,11.0,16.0,5.0,5.0,2.0,3.0,0.0,0.0,1.8950000000000002,3.4250000000000003,4.3116666666666665,2.0,3.55,4.5,11,2013,2.2,1.81,2.07,1.74,9,0.23268936205266813,982.4322370460504,927.6424256709063,1.0,1.669,0.19999999999999998,0,-3,1,1
A,14.0,7.0,6.0,4.0,9.0,13.0,5.0,8.0,1.0,4.0,0.0,0.0,2.36,3.3266666666666667,3.111666666666667,2.4,3.46,3.22,11,2013,1.91,2.08,1.82,1.98,-9,0.2571485348086478,974.7711239895897,1019.3124341084491,2.0,-1.2530000000000001,0.0,0,0,-2,1
H,13.0,6.0,10.0,4.0,13.0,12.0,6.0,6.0,1.0,2.0,0.0,1.0,1.9433333333333331,3.6216666666666666,3.9299999999999997,2.0,3.83,4.18,12,2013,1.65,2.54,1.58,2.32,5,0.24018241989943095,1029.6149631280532,1010.0846548009604,1.0,0.32899999999999996,0.06666666666666665,0,-2,1,1
A,18.0,12.0,13.0,9.0,9.0,13.0,4.0,4.0,1.0,3.0,1.0,0.0,1.7283333333333335,3.715,5.066666666666666,1.75,3.94,5.25,12,2013,1.89,2.08,1.82,1.98,6,0.23840775135150963,1024.4466416820896,987.3640409621261,0.0,-0.34199999999999997,0.33333333333333337,2,3,2,1
H,22.0,9.0,11.0,3.0,9.0,11.0,10.0,5.0,0.0,3.0,0.0,0.0,1.4516666666666664,4.381666666666667,7.331666666666667,1.49,4.7,7.5,12,2013,1.75,2.32,1.66,2.19,4,0.24188849191599487,990.6103287875883,966.0461484575271,-1.0,-1.1400000000000001,0.0,5,2,8,7
H,21.0,10.0,8.0,8.0,9.0,4.0,9.0,4.0,0.0,1.0,0.0,0.0,1.21,6.631666666666667,13.668333333333331,1.22,7.5,15.51,12,2013,1.53,2.85,1.44,2.65,17,0.21488187438800674,1077.9384635520926,955.5358614936039,-1.0,3.194,0.6000000000000001,7,11,11,9
A,27.0,15.0,10.0,9.0,7.0,7.0,5.0,4.0,1.0,3.0,0.0,0.0,1.905,3.546666666666667,4.08,1.98,3.68,4.2,12,2013,1.91,2.06,1.81,1.99,-4,0.2528815935799697,986.8329223483406,993.4994749783646,-1.0,0.537,-0.06666666666666671,3,7,4,4
H,10.0,12.0,5.0,9.0,10.0,7.0,0.0,12.0,0.0,1.0,0.0,0.0,7.375,4.548333333333334,1.4366666666666665,8.0,4.99,1.47,12,2013,1.6,2.66,1.52,2.43,-23,0.25720867867883124,952.6797819024416,1089.7014687940323,0.0,-3.523,-0.4666666666666667,-9,-14,-8,-9
A,13.0,21.0,7.0,15.0,12.0,9.0,4.0,13.0,1.0,0.0,0.0,0.0,1.9266666666666665,3.5433333333333334,3.9899999999999998,1.98,3.71,4.1,12,2013,1.75,2.3,1.66,2.2,2,0.2450883375885501,919.2064595502044,916.7609167236154,0.0,-0.04700000000000015,0.0,2,4,-1,3
H,12.0,21.0,4.0,11.0,11.0,11.0,7.0,13.0,3.0,2.0,0.0,0.0,4.318333333333333,3.6566666666666663,1.83,4.53,3.99,1.9,12,2013,1.77,2.28,1.69,2.15,-16,0.2594470348798358,938.5963168475704,1047.289037337445,0.0,-2.926,-0.2,-5,-2,-7,-6
H,8.0,19.0,6.0,12.0,7.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,3.89,3.5266666666666673,1.9716666666666667,4.1,3.71,2.02,12,2013,1.74,2.3,1.69,2.16,-7,0.25569545875893795,1028.0374096405117,1073.751522716296,1.0,0.43700000000000006,0.06666666666666665,-7,-8,-6,-10
D,16.0,12.0,11.0,6.0,8.0,9.0,12.0,4.0,1.0,0.0,0.0,0.0,2.015,3.39,3.9200000000000004,2.09,3.5,4.12,12,2013,2.26,1.8,2.12,1.7,4,0.24188849191599487,1021.1353831303846,990.8682031667523,-1.0,0.08499999999999996,0.13333333333333336,-1,1,0,-3
D,10.0,13.0,8.0,6.0,6.0,9.0,7.0,6.0,1.0,0.0,0.0,0.0,4.885,3.776666666666667,1.7166666666666668,5.06,4.11,1.75,13,2013,1.71,2.34,1.63,2.24,-22,0.2578141490572653,935.6883530829857,1048.491890880369,0.0,-2.0540000000000003,-0.2,-5,-6,-7,-9
D,5.0,11.0,1.0,7.0,9.0,16.0,6.0,11.0,0.0,3.0,0.0,0.0,2.58,3.3700000000000006,2.725,2.62,3.62,2.8,13,2013,1.68,2.38,1.61,2.26,-4,0.2528815935799697,1062.4433054446993,1097.7859719627108,0.0,-2.186,-0.5333333333333334,-1,-3,-3,1
D,14.0,8.0,9.0,4.0,10.0,18.0,4.0,2.0,0.0,3.0,0.0,0.0,1.4916666666666665,4.266666666666667,6.816666666666667,1.53,4.67,7.5,13,2013,1.74,2.3,1.65,2.21,15,0.2196460044399749,1034.2588265095255,966.4310832392582,0.0,-0.743,-0.33333333333333326,3,2,3,4
H,15.0,10.0,10.0,6.0,6.0,10.0,9.0,7.0,1.0,1.0,0.0,0.0,1.1766666666666665,7.158333333333334,16.841666666666665,1.2,8.2,19.05,13,2013,1.42,3.2,1.37,2.96,26,0.19151852291995855,1075.9501674572157,904.1008787228099,0.0,4.958,0.6666666666666667,7,9,8,8
H,17.0,8.0,10.0,3.0,12.0,14.0,4.0,3.0,2.0,2.0,0.0,0.0,2.3416666666666663,3.435,3.0116666666666667,2.5,3.61,3.2,13,2013,1.74,2.3,1.68,2.17,-8,0.2564649941030762,931.86649755101,977.0247776123401,0.0,-0.7449999999999999,-0.06666666666666665,-4,-8,-3,-6
H,12.0,8.0,3.0,5.0,14.0,11.0,7.0,2.0,1.0,1.0,0.0,0.0,2.1933333333333334,3.3049999999999997,3.4116666666666666,2.25,3.48,3.57,13,2013,2.14,1.82,2.03,1.77,-4,0.2528815935799697,991.3026843363559,1007.8517088965714,-1.0,0.644,-0.06666666666666671,-2,-4,-1,0
A,19.0,11.0,12.0,6.0,12.0,15.0,7.0,2.0,2.0,3.0,0.0,0.0,2.455,3.276666666666667,2.943333333333334,2.5,3.36,3.13,13,2013,2.1,1.91,1.98,1.82,-5,0.2539026408113929,1003.9589737476443,1039.3456269121084,-1.0,-1.153,-0.26666666666666666,1,1,-1,3
D,17.0,21.0,8.0,14.0,6.0,10.0,7.0,6.0,1.0,0.0,0.0,0.0,3.4283333333333332,3.4899999999999998,2.1200000000000006,3.57,3.74,2.15,13,2013,1.85,2.14,1.78,2.02,1,0.2465789867860092,1003.307619714365,1009.198652294254,0.0,0.77,-0.06666666666666665,-5,-2,-7,-6
H,25.0,10.0,13.0,6.0,9.0,10.0,4.0,2.0,1.0,2.0,0.0,0.0,1.655,3.7916666666666665,5.495,1.7,4.1,5.75,13,2013,1.75,2.3,1.68,2.16,-4,0.2528815935799697,991.2077270486445,1020.700901960781,2.0,-0.496,-0.3333333333333333,6,7,4,7
H,19.0,16.0,11.0,10.0,15.0,9.0,9.0,5.0,2.0,0.0,0.0,0.0,1.8716666666666668,3.555,4.2316666666666665,1.95,3.73,4.51,13,2013,1.85,2.16,1.77,2.03,-1,0.24933431122719324,947.4578249508614,951.62652767549,0.0,1.707,0.0,3,2,3,1
H,15.0,11.0,7.0,6.0,10.0,5.0,8.0,3.0,1.0,0.0,0.0,0.0,1.9633333333333332,3.4450000000000003,3.9549999999999996,2.0,3.67,4.13,14,2013,1.92,2.06,1.86,1.93,-3,0.25177902346421743,937.2569913608112,941.5065485236,0.0,0.7789999999999999,-0.06666666666666671,4,2,3,0
D,17.0,8.0,13.0,7.0,10.0,11.0,10.0,2.0,3.0,0.0,0.0,0.0,1.4666666666666666,4.371666666666666,7.118333333333333,1.5,4.8,8.0,14,2013,1.62,2.52,1.55,2.36,9,0.23268936205266813,1062.950180152223,997.3757495785992,-1.0,0.07600000000000001,0.0,4,4,5,6
D,14.0,12.0,10.0,9.0,15.0,9.0,6.0,6.0,2.0,1.0,0.0,0.0,2.4599999999999995,3.353333333333333,2.865,2.5,3.52,3.04,14,2013,1.81,2.22,1.73,2.09,-4,0.2528815935799697,1033.294921391901,1046.9232526025437,0.0,-0.706,-0.1333333333333333,-4,-6,-3,-3
H,23.0,9.0,13.0,3.0,7.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,1.2416666666666667,6.113333333333333,12.11,1.26,6.68,13.36,14,2013,1.45,3.15,1.4,2.8,13,0.22421333782553032,1084.0820101318343,1004.4306289762613,1.0,2.827,0.46666666666666673,8,11,7,10
D,8.0,9.0,2.0,5.0,11.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,2.0816666666666666,3.431666666666667,3.5433333333333334,2.1,3.74,3.8,14,2013,1.82,2.2,1.74,2.08,-1,0.24933431122719324,948.8052319973614,967.3949883568829,-1.0,-0.9610000000000001,-0.1333333333333333,0,1,1,-2
H,11.0,7.0,5.0,6.0,12.0,12.0,7.0,2.0,2.0,2.0,0.0,0.0,1.9483333333333333,3.3666666666666667,4.118333333333333,2.0,3.5,4.36,14,2013,2.31,1.76,2.18,1.67,6,0.23840775135150963,1001.7786436543281,960.0860431659887,1.0,1.346,0.26666666666666666,-2,-7,-3,-2
D,13.0,13.0,8.0,9.0,10.0,15.0,5.0,8.0,1.0,3.0,0.0,0.0,2.185,3.2966666666666664,3.4216666666666664,2.25,3.43,3.63,14,2013,2.28,1.78,2.11,1.71,15,0.2196460044399749,990.4814773858956,895.9690360481912,0.0,2.949,0.2,0,-2,0,0
H,13.0,6.0,8.0,2.0,10.0,16.0,5.0,2.0,0.0,4.0,0.0,0.0,2.316666666666667,3.371666666666666,3.0849999999999995,2.4,3.58,3.26,14,2013,1.89,2.09,1.8,2.0,-6,0.25484097628647767,1003.392390364489,1052.8231232738572,-1.0,-2.332,-0.4,0,0,-1,2
H,14.0,14.0,7.0,9.0,4.0,14.0,1.0,12.0,1.0,2.0,0.0,0.0,2.3683333333333336,3.3666666666666667,2.986666666666667,2.46,3.5,3.2,14,2013,1.83,2.2,1.74,2.08,0,0.24799478952477588,1007.4780000331642,1009.1138816441301,0.0,1.8230000000000002,-0.06666666666666665,1,6,-2,0
A,9.0,15.0,4.0,6.0,13.0,12.0,6.0,6.0,1.0,1.0,0.0,0.0,6.141666666666666,4.136666666666667,1.545,7.0,4.52,1.6,14,2013,1.7,2.37,1.64,2.23,-23,0.25720867867883124,957.5778041027514,1097.279097255187,1.0,-2.068,-0.1333333333333333,-8,-11,-11,-8
A,10.0,12.0,8.0,10.0,11.0,9.0,8.0,5.0,1.0,0.0,0.0,0.0,1.4666666666666668,4.38,7.19,1.5,4.68,7.5,15,2013,1.72,2.38,1.65,2.21,6,0.23840775135150963,1046.7272256786619,1020.5122030945878,0.0,0.15300000000000002,-0.19999999999999996,6,6,6,7
A,8.0,10.0,2.0,6.0,10.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,2.9149999999999996,3.295,2.4566666666666666,3.0,3.57,2.5,15,2013,1.76,2.25,1.7,2.12,0,0.24799478952477588,998.3083934352627,1017.5250841428631,0.0,-1.022,-0.2,-3,-4,-3,-4
H,24.0,8.0,11.0,4.0,10.0,8.0,10.0,4.0,2.0,0.0,0.0,0.0,1.418333333333333,4.523333333333333,8.046666666666667,1.44,4.99,8.5,15,2013,1.65,2.5,1.6,2.31,10,0.23065777084398498,999.0667975344312,949.0725050908716,0.0,-0.363,-0.1333333333333333,6,3,6,8
D,9.0,8.0,6.0,5.0,16.0,12.0,5.0,2.0,2.0,1.0,0.0,0.0,1.5350000000000001,4.043333333333333,6.506666666666668,1.57,4.43,7.0,15,2013,1.77,2.28,1.69,2.15,11,0.22856658453585282,1106.5530259897107,1033.4909483157828,0.0,3.034,0.33333333333333326,6,11,7,3
H,16.0,9.0,8.0,4.0,12.0,14.0,4.0,4.0,1.0,3.0,0.0,1.0,2.0116666666666667,3.3966666666666665,3.828333333333333,2.05,3.58,4.07,15,2013,1.98,1.99,1.91,1.88,3,0.24352432716659092,951.2803255204253,948.3038753682276,0.0,-0.275,-0.33333333333333337,3,7,5,5
H,7.0,16.0,5.0,6.0,11.0,16.0,2.0,6.0,0.0,2.0,0.0,0.0,2.1,3.3049999999999997,3.6783333333333332,2.15,3.43,3.97,15,2013,2.26,1.77,2.16,1.68,-8,0.2564649941030762,967.1277152633727,989.1539198449104,-1.0,0.6799999999999999,0.3333333333333333,-2,-3,0,-1
D,17.0,7.0,12.0,3.0,5.0,6.0,11.0,4.0,1.0,2.0,0.0,0.0,1.9900000000000002,3.4299999999999997,3.8816666666666664,2.05,3.63,4.14,15,2013,2.12,1.9,2.01,1.79,-5,0.2539026408113929,897.2965935891764,947.3792973489653,0.0,-2.7300000000000004,-0.33333333333333337,0,3,1,3
A,10.0,10.0,7.0,5.0,10.0,12.0,6.0,1.0,1.0,1.0,0.0,0.0,7.7,4.430000000000001,1.4233333333333331,8.0,4.83,1.46,15,2013,1.65,2.52,1.58,2.32,-25,0.2557079967708867,931.3842425354459,1091.8287962032182,1.0,-7.086,-0.46666666666666673,-11,-14,-12,-11
A,14.0,6.0,11.0,4.0,8.0,15.0,5.0,5.0,0.0,3.0,0.0,0.0,2.0849999999999995,3.323333333333333,3.6733333333333333,2.16,3.44,3.8,15,2013,2.2,1.8,2.1,1.73,5,0.24018241989943095,1035.7033105437583,1010.5843612998915,0.0,0.365,0.13333333333333341,-1,0,0,-4
H,16.0,16.0,13.0,9.0,15.0,6.0,14.0,5.0,1.0,2.0,0.0,0.0,3.9516666666666667,3.4483333333333337,1.9616666666666667,4.21,3.54,2.0,15,2013,2.06,1.95,1.93,1.87,-11,0.25825367230956514,996.6838429048776,1062.0175362955595,0.0,-0.20600000000000002,0.06666666666666665,-7,-7,-6,-9
H,16.0,7.0,7.0,2.0,11.0,12.0,7.0,4.0,2.0,3.0,0.0,0.0,1.5250000000000001,4.19,6.423333333333335,1.57,4.48,6.94,16,2013,1.67,2.4,1.63,2.25,3,0.24352432716659092,1030.597575114431,1024.9815861196232,0.0,-1.427,-0.19999999999999996,6,6,5,9
D,9.0,1.0,5.0,0.0,8.0,13.0,3.0,2.0,0.0,1.0,0.0,1.0,2.4516666666666667,3.196666666666667,3.018333333333333,2.55,3.3,3.26,16,2013,2.54,1.73,2.32,1.59,-13,0.2590034042936496,946.6635003251442,1021.3060857240266,0.0,-3.1959999999999997,-0.5333333333333334,0,0,-2,-4
H,17.0,8.0,11.0,6.0,10.0,9.0,4.0,4.0,2.0,2.0,0.0,0.0,2.01,3.473333333333334,3.74,2.1,3.64,4.04,16,2013,1.92,2.06,1.84,1.96,1,0.2465789867860092,1034.5271665320804,1036.4200091578064,0.0,-2.7459999999999996,-0.19999999999999996,-4,-8,-2,-2
H,16.0,20.0,7.0,13.0,13.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,1.9233333333333331,3.5500000000000003,4.031666666666667,1.98,3.7,4.25,16,2013,1.91,2.1,1.81,1.99,3,0.24352432716659092,979.4134684203195,971.1089914681579,2.0,0.21100000000000008,-0.06666666666666668,0,-3,-2,-2
A,16.0,8.0,11.0,3.0,11.0,9.0,8.0,2.0,4.0,3.0,0.0,0.0,2.2483333333333335,3.3850000000000002,3.2449999999999997,2.3,3.61,3.4,16,2013,1.75,2.4,1.65,2.2,1,0.2465789867860092,1105.5168077734131,1097.5133230572078,0.0,-3.482,-0.06666666666666676,0,-1,2,-2
H,18.0,6.0,9.0,2.0,11.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,1.933333333333333,3.53,3.9899999999999998,1.95,3.78,4.14,16,2013,1.76,2.25,1.68,2.15,0,0.24799478952477588,940.5016065178106,925.6997156814562,0.0,2.785,0.26666666666666666,2,1,5,0
A,14.0,11.0,10.0,5.0,11.0,14.0,11.0,1.0,1.0,3.0,0.0,0.0,4.758333333333334,3.5966666666666662,1.781666666666667,5.05,3.78,1.8,16,2013,2.19,1.9,2.06,1.76,-11,0.25825367230956514,978.5208026795068,1044.2296378609024,-1.0,-0.7480000000000001,0.06666666666666665,-6,-7,-7,-7
A,21.0,10.0,10.0,8.0,12.0,9.0,6.0,2.0,2.0,1.0,0.0,0.0,1.825,3.5316666666666667,4.536666666666667,1.85,3.74,4.92,16,2013,1.95,2.0,1.87,1.92,14,0.22195537280034086,1036.6418536588187,977.7608324287763,1.0,-0.32999999999999996,0.1333333333333333,1,2,0,0
A,9.0,16.0,6.0,8.0,12.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,3.0,3.236666666666667,2.4366666666666665,3.23,3.32,2.5,16,2013,2.32,1.74,2.2,1.65,1,0.2465789867860092,1014.4717413395346,1007.6376961074922,0.0,0.8999999999999999,-0.06666666666666665,-5,-1,-6,-7
D,14.0,8.0,9.0,4.0,7.0,11.0,11.0,4.0,0.0,1.0,0.0,0.0,2.355,3.355,3.0416666666666665,2.45,3.53,3.15,16,2013,1.95,2.02,1.87,1.92,3,0.24352432716659092,928.475209420495,898.0123906129975,-2.0,3.817,0.06666666666666668,-1,-3,-1,-2
D,19.0,7.0,10.0,3.0,10.0,11.0,4.0,3.0,1.0,0.0,0.0,0.0,1.2466666666666668,6.126666666666666,12.958333333333334,1.25,6.76,15.0,17,2013,1.52,2.8,1.48,2.56,21,0.20483701875882251,1056.426105875644,950.0758314211682,0.0,0.387,-0.3333333333333333,8,9,6,10
A,26.0,9.0,17.0,6.0,4.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.3699999999999999,4.721666666666667,8.883333333333333,1.4,5.13,9.75,17,2013,1.8,2.18,1.73,2.09,13,0.22421333782553032,1017.8343703766844,947.7214663124536,-1.0,1.9029999999999998,0.2666666666666666,4,2,8,8
H,15.0,13.0,6.0,10.0,13.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,1.2,6.625,14.466666666666667,1.22,7.5,17.0,17,2013,1.47,3.0,1.42,2.74,21,0.20483701875882251,1107.7436411265771,966.3243346647652,-1.0,6.205,0.5333333333333334,7,11,8,8
A,17.0,16.0,8.0,10.0,9.0,16.0,12.0,7.0,3.0,2.0,0.0,0.0,5.326666666666667,3.811666666666667,1.6616666666666664,5.5,4.02,1.71,17,2013,1.86,2.1,1.79,2.01,-21,0.25832357140049444,961.3479680199983,1095.2864897040438,-1.0,-0.6539999999999999,-0.3333333333333333,-5,-4,-6,-3
H,16.0,12.0,10.0,6.0,7.0,4.0,7.0,3.0,3.0,1.0,0.0,0.0,2.145,3.408333333333333,3.3800000000000003,2.22,3.55,3.5,17,2013,1.94,2.03,1.86,1.93,6,0.23840775135150963,989.4395238143371,928.0379341781016,0.0,2.239,0.4666666666666666,-1,-2,1,1
H,19.0,6.0,9.0,3.0,10.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,2.438333333333333,3.4083333333333328,2.865,2.5,3.55,3.06,17,2013,1.91,2.08,1.84,1.96,-16,0.2594470348798358,898.4496658553909,989.1744918684791,2.0,-5.6739999999999995,-0.06666666666666665,-2,-1,-2,-1
A,7.0,25.0,5.0,17.0,8.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,5.241666666666667,3.9066666666666667,1.6483333333333332,5.5,4.14,1.68,17,2013,1.69,2.39,1.61,2.28,-22,0.2578141490572653,916.1254907780985,1045.3551344937548,0.0,-4.985,-0.3333333333333333,-9,-8,-10,-9
