FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,MW,Year,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,TGD,Prob_D,Elo_Before_Home,Elo_Before_Away,Days_D,form_diff,SP_diff,Overall_diff,Attack_diff,Midfield_diff,Defence_diff
H,13.0,18.0,8.0,5.0,7.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,1.37,5.026666666666666,8.92,1.4,5.25,9.52,15,2019,1.7,2.31,1.66,2.23,24,0.19692912938494123,1066.1368460863032,926.9838306428625,-1.0,7.213,0.39999999999999997,6,9,7,6
A,11.0,15.0,7.0,7.0,4.0,8.0,3.0,11.0,0.0,1.0,0.0,0.0,10.473333333333334,5.788333333333334,1.2966666666666666,12.0,6.0,1.31,15,2019,1.55,2.72,1.5,2.58,-39,0.23423854563309132,982.2324516395648,1174.1667589199621,0.0,-3.96,-0.7333333333333334,-8,-8,-10,-7
H,17.0,9.0,11.0,5.0,10.0,10.0,10.0,4.0,1.0,2.0,0.0,0.0,1.6433333333333335,3.9899999999999998,5.668333333333334,1.67,4.09,5.8,15,2019,1.85,2.11,1.79,2.04,9,0.23268936205266813,981.8597953039963,933.911962252035,-1.0,0.16599999999999993,0.1333333333333333,6,7,6,5
H,6.0,17.0,2.0,3.0,18.0,10.0,1.0,5.0,4.0,4.0,0.0,0.0,4.816666666666667,3.7283333333333335,1.7850000000000001,5.0,3.82,1.81,15,2019,1.96,1.97,1.91,1.9,-23,0.25720867867883124,961.847901003525,1095.6197185422534,2.0,-2.8259999999999996,-0.6,-9,-8,-5,-9
H,14.0,6.0,2.0,0.0,13.0,20.0,7.0,1.0,5.0,4.0,0.0,0.0,1.2733333333333332,5.9799999999999995,11.526666666666666,1.29,6.13,13.0,16,2019,1.6,2.64,1.55,2.44,30,0.1804666190502016,1091.2432735139548,914.3773641631121,-1.0,2.467,0.1333333333333333,8,10,7,6
A,8.0,10.0,2.0,4.0,9.0,11.0,6.0,6.0,2.0,1.0,0.0,0.0,5.748333333333334,4.329999999999999,1.5866666666666667,6.0,4.52,1.65,16,2019,1.67,2.4,1.61,2.32,-21,0.25832357140049444,1009.4428507636986,1135.513737059955,1.0,-3.7950000000000004,-0.6666666666666667,-6,-9,-6,-5
H,14.0,14.0,4.0,1.0,11.0,11.0,2.0,7.0,2.0,0.0,0.0,0.0,2.841666666666667,3.1333333333333333,2.7566666666666664,2.9,3.2,2.84,16,2019,2.5,1.62,2.41,1.57,-16,0.2594470348798358,903.687294534303,994.413348196737,-1.0,-3.8739999999999997,-0.4,1,0,1,3
H,13.0,12.0,4.0,1.0,9.0,10.0,7.0,7.0,2.0,2.0,0.0,0.0,2.8699999999999997,3.2383333333333333,2.6350000000000002,2.92,3.33,2.7,16,2019,2.23,1.77,2.15,1.71,0,0.24799478952477588,920.9689941815789,917.6896681241006,1.0,4.255,0.2666666666666667,-5,-3,-5,-4
H,8.0,14.0,5.0,4.0,12.0,11.0,1.0,13.0,2.0,0.0,0.0,0.0,3.933333333333333,3.725,1.95,4.0,3.8,2.0,16,2019,1.75,2.26,1.69,2.17,-20,0.25873739364162945,1081.9490736101257,1179.1433565711134,-1.0,-1.956,-0.5333333333333333,-1,-1,-2,-1
D,12.0,15.0,5.0,3.0,13.0,13.0,6.0,6.0,1.0,1.0,0.0,0.0,1.7583333333333335,3.78,4.89,1.8,3.93,5.0,16,2019,1.95,2.0,1.89,1.92,7,0.23656617918391817,1024.4687361781482,977.2558539884136,-1.0,1.576,0.4666666666666667,1,0,2,3
A,11.0,7.0,3.0,2.0,12.0,7.0,6.0,5.0,3.0,1.0,0.0,0.0,3.8149999999999995,3.5833333333333335,2.0116666666666667,3.94,3.75,2.07,16,2019,1.9,2.12,1.81,2.02,-9,0.2571485348086478,1013.3453194632474,1075.431008605065,0.0,-3.924,-0.20000000000000007,-5,-6,-6,-4
H,20.0,10.0,11.0,4.0,11.0,15.0,10.0,3.0,1.0,1.0,0.0,1.0,1.3433333333333335,5.406666666666666,9.265,1.36,5.75,10.0,16,2019,1.61,2.55,1.57,2.42,20,0.20740678448968664,1010.31489549126,892.0964762517439,0.0,1.4480000000000002,0.13333333333333336,8,11,7,8
A,12.0,13.0,4.0,6.0,10.0,17.0,4.0,6.0,2.0,5.0,1.0,0.0,2.893333333333333,3.1483333333333334,2.6666666666666665,3.01,3.2,2.7,16,2019,2.5,1.64,2.37,1.58,-5,0.2539026408113929,948.1455423836794,975.5185459356526,0.0,-0.352,0.39999999999999997,1,0,-4,3
H,13.0,8.0,6.0,4.0,10.0,8.0,5.0,3.0,1.0,2.0,0.0,0.0,2.2566666666666664,3.371666666666666,3.358333333333333,2.3,3.43,3.45,16,2019,2.03,1.92,1.96,1.85,6,0.23840775135150963,994.8027633744524,940.1918976096573,0.0,1.94,0.39999999999999997,1,3,2,2
A,6.0,10.0,2.0,3.0,14.0,6.0,4.0,1.0,2.0,2.0,0.0,0.0,7.473333333333334,4.433333333333334,1.4749999999999999,8.0,4.5,1.51,17,2019,1.91,2.05,1.84,1.98,-23,0.25720867867883124,981.8598212794908,1101.0391460177125,0.0,-2.461,0.0,-8,-8,-9,-7
H,8.0,12.0,1.0,2.0,10.0,8.0,4.0,4.0,2.0,1.0,0.0,0.0,2.635,3.1466666666666665,2.9533333333333336,2.72,3.2,3.0,17,2019,2.45,1.65,2.34,1.6,-11,0.25825367230956514,931.7509066068011,1000.9976026085219,0.0,-1.421,-0.13333333333333336,-1,-2,-2,-3
A,16.0,6.0,4.0,3.0,14.0,10.0,6.0,4.0,2.0,1.0,0.0,0.0,2.921666666666667,3.5566666666666666,2.4283333333333332,3.03,3.6,2.5,17,2019,1.67,2.39,1.63,2.27,-22,0.2578141490572653,878.6506654244508,1003.2437543773086,0.0,-3.553,-0.39999999999999997,-3,-6,-1,-4
A,15.0,8.0,5.0,5.0,5.0,13.0,10.0,1.0,1.0,1.0,0.0,0.0,2.6166666666666667,3.0583333333333336,3.055,2.73,3.2,3.1,17,2019,2.73,1.55,2.57,1.5,-8,0.2564649941030762,909.0694967536996,938.9317746614358,1.0,-1.2109999999999999,-0.2,-2,-1,-2,-1
H,36.0,6.0,11.0,2.0,6.0,14.0,13.0,2.0,0.0,2.0,0.0,0.0,1.55,4.361666666666667,6.1433333333333335,1.65,4.51,7.0,17,2019,1.75,2.25,1.68,2.18,26,0.19151852291995855,1151.820443429103,1023.760706318553,0.0,4.578,0.6,-1,0,-2,0
H,13.0,9.0,5.0,2.0,7.0,9.0,6.0,2.0,1.0,2.0,0.0,0.0,1.2166666666666666,7.001666666666666,13.126666666666665,1.22,7.5,15.0,17,2019,1.42,3.2,1.38,2.98,32,0.17487351577426716,1160.0532841635265,1023.793439748736,2.0,3.595,0.4,7,8,8,4
H,12.0,13.0,7.0,4.0,12.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0,3.936666666666666,3.8249999999999993,1.9233333333333331,4.1,3.9,1.98,17,2019,1.64,2.42,1.6,2.33,-32,0.24738229867781256,907.784051912475,1096.5511409233673,0.0,-7.679,-0.6,-5,-9,-4,-5
H,15.0,4.0,3.0,0.0,7.0,8.0,8.0,3.0,0.0,2.0,0.0,0.0,1.178333333333333,7.665,17.06,1.2,8.0,21.0,17,2019,1.48,2.9,1.43,2.77,31,0.177673059040635,1087.7787254597906,916.2408214515492,0.0,6.105,0.5333333333333334,6,9,7,4
H,17.0,10.0,8.0,3.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.6450000000000002,3.898333333333333,5.811666666666667,1.7,3.99,6.37,17,2019,2.01,1.94,1.94,1.87,12,0.22641776700237176,977.9311504178258,930.8746103932045,-2.0,-2.148,-0.4666666666666667,5,4,5,4
H,9.0,13.0,3.0,3.0,15.0,7.0,5.0,3.0,1.0,2.0,0.0,0.0,1.9699999999999998,3.5133333333333336,4.071666666666666,2.02,3.6,4.33,17,2019,1.97,2.0,1.89,1.91,-1,0.24933431122719324,984.7323136578962,993.1361443945507,-1.0,0.8700000000000001,0.26666666666666666,-1,0,4,-3
H,10.0,7.0,6.0,2.0,10.0,14.0,1.0,3.0,2.0,5.0,0.0,0.0,1.2366666666666666,6.291666666666667,14.076666666666668,1.25,6.5,15.0,18,2019,1.5,2.8,1.46,2.67,32,0.17487351577426716,1081.5962062814574,910.8125066976758,-1.0,2.704,0.4666666666666666,5,9,4,3
H,14.0,10.0,3.0,5.0,8.0,18.0,6.0,5.0,2.0,0.0,0.0,1.0,1.9016666666666664,3.591666666666667,4.315,1.95,3.7,4.4,18,2019,2.05,1.92,1.95,1.87,1,0.2465789867860092,977.7733925982149,975.161580341107,1.0,-0.4819999999999999,-0.26666666666666666,0,0,0,1
A,9.0,17.0,3.0,9.0,13.0,13.0,4.0,7.0,2.0,1.0,0.0,0.0,6.095,4.091666666666667,1.5883333333333336,6.5,4.2,1.62,18,2019,1.85,2.1,1.8,2.03,-16,0.2594470348798358,922.2207851771107,1014.0520146727386,1.0,1.204,0.0,-11,-12,-12,-9
A,17.0,8.0,5.0,3.0,10.0,9.0,9.0,5.0,0.0,2.0,0.0,0.0,1.3283333333333334,5.328333333333333,10.395,1.35,5.5,11.37,18,2019,1.75,2.32,1.67,2.21,21,0.20483701875882251,1107.7373869560963,989.0305006115218,-1.0,5.1080000000000005,0.26666666666666666,6,5,7,4
A,10.0,17.0,3.0,8.0,13.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,3.203333333333333,3.4533333333333336,2.2916666666666665,3.27,3.5,2.35,18,2019,1.82,2.16,1.77,2.05,-13,0.2590034042936496,1014.3921057099496,1093.207040213664,0.0,-5.75,-0.46666666666666673,-5,-8,-5,-3
A,16.0,13.0,5.0,6.0,12.0,9.0,8.0,2.0,2.0,3.0,0.0,0.0,3.0716666666666668,3.0933333333333333,2.5766666666666667,3.1,3.15,2.68,18,2019,2.52,1.62,2.4,1.57,-2,0.2505961674670044,899.9268919077414,922.7389865543847,1.0,3.8729999999999998,-0.06666666666666665,-3,-1,-3,-1
A,19.0,5.0,5.0,3.0,7.0,6.0,13.0,0.0,0.0,4.0,0.0,0.0,1.1416666666666666,8.898333333333333,20.328333333333333,1.15,10.0,23.0,18,2019,1.4,3.4,1.35,3.18,47,0.13452640953524236,1169.4546182023128,943.7180086038012,0.0,5.746,0.33333333333333337,8,8,11,8
D,9.0,4.0,0.0,2.0,9.0,12.0,6.0,0.0,1.0,2.0,0.0,0.0,1.9799999999999998,3.546666666666667,3.9933333333333336,2.03,3.6,4.1,18,2019,2.0,1.95,1.93,1.89,18,0.21243166585976095,948.074379507394,868.8104719498726,0.0,3.258,0.2,1,2,-1,3
A,18.0,11.0,7.0,5.0,9.0,11.0,10.0,4.0,3.0,2.0,0.0,0.0,2.328333333333333,3.4949999999999997,3.098333333333333,2.38,3.57,3.16,18,2019,1.8,2.2,1.74,2.09,2,0.2450883375885501,1013.0839478518868,986.5849756339197,0.0,3.213,0.5333333333333334,1,3,1,1
A,11.0,15.0,5.0,6.0,7.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,6.558333333333334,3.9899999999999998,1.575,7.0,4.1,1.6,18,2019,2.05,1.92,1.96,1.86,-30,0.25025148543755327,1000.095065454232,1161.5291350749176,1.0,-3.981,-0.4,-7,-9,-2,-8
D,12.0,7.0,3.0,4.0,10.0,4.0,4.0,9.0,2.0,1.0,0.0,0.0,5.1433333333333335,3.8649999999999998,1.7149999999999999,5.26,3.9,1.75,19,2019,1.8,2.2,1.75,2.08,-22,0.2578141490572653,960.2743392164818,1089.7644601015102,0.0,-1.165,-0.2666666666666666,-6,-9,-5,-6
A,11.0,13.0,4.0,6.0,11.0,19.0,5.0,7.0,2.0,4.0,0.0,0.0,4.3999999999999995,3.466666666666667,1.92,4.51,3.5,1.95,19,2019,2.1,1.86,2.03,1.8,-18,0.2592802277729883,902.6442528776229,994.9679781455924,1.0,-1.2000000000000002,0.06666666666666668,-1,-1,-2,-1
D,31.0,9.0,5.0,4.0,9.0,11.0,12.0,1.0,0.0,3.0,0.0,0.0,1.66,3.91,5.646666666666666,1.7,4.0,6.08,19,2019,1.96,2.0,1.9,1.91,12,0.22641776700237176,959.4328377706353,903.6788803313881,0.0,-0.3820000000000001,0.19999999999999996,5,4,4,3
D,11.0,14.0,9.0,5.0,9.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,3.225,3.2916666666666665,2.3699999999999997,3.3,3.4,2.45,19,2019,2.12,1.84,2.05,1.78,-24,0.2565067513705048,869.9317844944683,991.6029972079157,-1.0,-3.4279999999999995,-0.4666666666666667,0,-2,-3,0
H,10.0,11.0,5.0,4.0,5.0,8.0,3.0,7.0,2.0,2.0,0.0,1.0,9.193333333333333,5.135,1.36,10.0,5.31,1.37,19,2019,1.65,2.47,1.6,2.33,-36,0.240462226489577,1002.3201387558152,1153.7397890354787,0.0,-4.193,-0.1333333333333333,-7,-6,-9,-5
H,16.0,6.0,8.0,2.0,7.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,1.1616666666666664,8.143333333333333,18.185,1.17,8.5,21.0,19,2019,1.47,3.05,1.42,2.83,40,0.152664604176696,1170.021203321234,946.9530669627984,1.0,5.406000000000001,0.6666666666666667,6,9,6,5
H,16.0,10.0,10.0,2.0,9.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,1.2266666666666666,6.456666666666666,14.049999999999999,1.25,6.79,15.0,19,2019,1.7,2.35,1.65,2.25,24,0.19692912938494123,1032.593919518461,885.9103563583825,0.0,2.7089999999999996,0.5333333333333333,9,10,10,6
A,11.0,16.0,5.0,5.0,10.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,2.2466666666666666,3.485,3.2533333333333334,2.3,3.56,3.32,19,2019,1.85,2.11,1.79,2.04,-12,0.25867340261546834,936.7555221037436,996.9421084781193,0.0,-6.012,-0.33333333333333337,-1,-4,-1,-1
H,10.0,14.0,7.0,4.0,4.0,8.0,3.0,4.0,2.0,1.0,0.0,0.0,1.3516666666666668,5.3133333333333335,9.235,1.37,5.5,10.01,19,2019,1.52,2.95,1.48,2.62,20,0.20740678448968664,1112.6311677780213,992.66063372284,-1.0,5.668,0.4,7,9,8,6
A,10.0,10.0,2.0,4.0,15.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,4.971666666666667,3.82,1.7366666666666666,5.25,3.92,1.76,19,2019,1.8,2.21,1.74,2.1,-20,0.25873739364162945,1002.7268150076873,1094.447748811803,0.0,-3.6399999999999997,-0.1333333333333333,-7,-7,-8,-6
H,11.0,13.0,3.0,4.0,10.0,11.0,6.0,6.0,0.0,2.0,0.0,0.0,3.4483333333333337,3.3516666666666666,2.1916666666666664,3.6,3.41,2.26,20,2019,2.1,1.9,2.01,1.81,-8,0.2564649941030762,962.0561058210146,1013.476822014677,0.0,0.19400000000000017,-0.06666666666666665,-2,-1,-3,-4
H,17.0,11.0,5.0,4.0,15.0,11.0,5.0,5.0,1.0,4.0,0.0,0.0,3.2900000000000005,3.405,2.245,3.39,3.53,2.27,20,2019,1.95,1.98,1.91,1.9,-23,0.25720867867883124,884.1354090085382,1005.2269220269907,1.0,-6.886,-0.6000000000000001,-1,-4,-1,1
A,4.0,12.0,0.0,4.0,11.0,8.0,3.0,4.0,0.0,1.0,0.0,0.0,4.995,3.845,1.7166666666666666,5.25,4.0,1.76,20,2019,1.92,2.04,1.86,1.96,-29,0.2515386186090121,958.6372909756537,1101.8674737156548,0.0,-4.073,-0.1333333333333333,-7,-7,-9,-7
H,14.0,9.0,5.0,5.0,12.0,10.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0483333333333333,3.295,3.9683333333333337,2.1,3.4,4.16,20,2019,2.4,1.68,2.29,1.62,-4,0.2528815935799697,871.6145397008279,876.8919534341649,0.0,-0.7000000000000002,0.2,1,-1,3,-2
A,16.0,12.0,7.0,3.0,14.0,16.0,10.0,4.0,0.0,2.0,0.0,0.0,1.57,4.135,6.1499999999999995,1.6,4.31,6.5,20,2019,1.95,1.98,1.9,1.91,22,0.20223240782480373,1016.4218819661334,904.4744271263696,0.0,0.28600000000000003,0.2,6,6,6,6
H,15.0,8.0,10.0,2.0,8.0,13.0,5.0,3.0,1.0,2.0,0.0,0.0,1.5,4.680000000000001,6.256666666666667,1.53,4.93,7.0,20,2019,1.56,2.74,1.51,2.55,20,0.20740678448968664,1180.8640002182917,1087.9826934969774,0.0,4.718,0.4666666666666667,0,0,1,0
H,11.0,7.0,8.0,3.0,10.0,7.0,4.0,5.0,2.0,0.0,1.0,0.0,1.345,5.233333333333333,9.085,1.37,5.45,10.0,20,2019,1.57,2.64,1.54,2.49,12,0.22641776700237176,1041.6123224426785,972.6267357534218,0.0,2.0170000000000003,0.2666666666666666,7,9,8,5
A,5.0,14.0,4.0,6.0,11.0,10.0,3.0,8.0,2.0,3.0,1.0,0.0,9.576666666666666,5.391666666666667,1.325,10.0,5.8,1.35,20,2019,1.6,2.6,1.54,2.47,-51,0.200583913304363,928.4707085548722,1139.6380458251604,-1.0,-7.608,0.0,-8,-9,-10,-7
A,10.0,11.0,3.0,4.0,7.0,7.0,6.0,7.0,3.0,2.0,0.0,0.0,1.3516666666666666,5.095,9.163333333333334,1.37,5.25,10.0,20,2019,1.75,2.31,1.68,2.2,26,0.19151852291995855,1132.6650657474395,989.9202420015561,0.0,7.147,0.33333333333333337,8,9,4,9
D,12.0,8.0,5.0,2.0,17.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,1.8150000000000002,3.638333333333333,4.608333333333333,1.85,3.78,5.0,20,2019,2.05,1.9,1.99,1.83,11,0.22856658453585282,995.3070901038354,936.1102700657407,0.0,0.1459999999999999,0.13333333333333336,1,1,1,0
H,16.0,9.0,9.0,4.0,7.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.3383333333333332,5.48,9.128333333333332,1.36,5.75,10.0,21,2019,1.48,2.9,1.44,2.72,37,0.16090177588487345,1069.511250403385,881.7664241972493,0.0,2.5479999999999996,0.13333333333333336,7,11,4,8
D,25.0,11.0,12.0,3.0,9.0,15.0,4.0,2.0,1.0,4.0,0.0,0.0,2.5633333333333335,3.5066666666666664,2.768333333333333,2.63,3.6,2.81,21,2019,1.8,2.2,1.74,2.1,-8,0.2564649941030762,956.5464885634362,994.4633284460493,-1.0,-0.053999999999999826,-0.3333333333333333,-1,-1,-1,0
A,6.0,13.0,3.0,4.0,6.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,7.1066666666666665,4.5249999999999995,1.4766666666666666,7.5,4.7,1.5,21,2019,1.71,2.4,1.67,2.21,-41,0.2295987200659365,917.5894716906646,1111.8271197732897,0.0,-5.373,-0.33333333333333337,-11,-12,-12,-10
D,17.0,6.0,6.0,2.0,8.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.2833333333333334,5.971666666666667,11.200000000000001,1.33,6.5,13.0,21,2019,1.55,2.7,1.51,2.52,39,0.1553897458748598,1107.963662479468,921.6092354770893,0.0,9.158999999999999,0.4,7,8,8,6
A,17.0,8.0,2.0,4.0,5.0,8.0,6.0,5.0,3.0,1.0,0.0,0.0,2.026666666666667,3.445,3.965,2.05,3.57,4.2,21,2019,2.04,1.91,1.97,1.85,0,0.24799478952477588,1002.0075271152308,1003.3068374018384,0.0,-0.536,-0.13333333333333336,0,-2,1,1
A,9.0,16.0,2.0,8.0,11.0,9.0,5.0,2.0,0.0,4.0,1.0,1.0,2.1350000000000002,3.1183333333333336,4.005,2.17,3.18,4.2,21,2019,2.57,1.6,2.45,1.55,-1,0.24933431122719324,866.7400689377434,904.1614693280532,1.0,-2.3820000000000006,-0.4,-3,-1,-3,-3
H,9.0,7.0,4.0,5.0,12.0,7.0,2.0,1.0,4.0,2.0,0.0,0.0,2.058333333333333,3.77,3.4766666666666666,2.1,3.87,3.61,21,2019,1.59,2.6,1.54,2.47,-2,0.2505961674670044,1146.4995189029432,1199.335443311884,-1.0,-0.9670000000000005,-0.6,3,0,5,2
A,14.0,16.0,3.0,7.0,10.0,9.0,1.0,2.0,1.0,2.0,0.0,0.0,5.953333333333333,4.2250000000000005,1.575,6.25,4.4,1.61,21,2019,1.69,2.4,1.64,2.27,-21,0.25832357140049444,936.9540317235268,1057.6925696326641,1.0,-2.928,-0.46666666666666673,-7,-9,-8,-5
D,13.0,13.0,6.0,6.0,9.0,11.0,1.0,5.0,0.0,1.0,0.0,0.0,1.9416666666666664,3.5950000000000006,4.04,1.99,3.75,4.14,21,2019,1.97,1.97,1.9,1.91,2,0.2450883375885501,985.2008617074757,973.5254007204609,-1.0,1.56,0.3333333333333333,2,4,2,2
A,9.0,17.0,1.0,4.0,9.0,7.0,3.0,10.0,4.0,1.0,0.0,0.0,2.0016666666666665,3.3433333333333333,4.17,2.04,3.41,4.33,21,2019,2.31,1.7,2.23,1.65,9,0.23268936205266813,1010.7581879757059,952.5411022118404,1.0,1.774,0.19999999999999996,-2,-1,4,-2
A,7.0,10.0,0.0,3.0,15.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,9.88,5.531666666666666,1.32,11.0,6.0,1.35,22,2019,1.78,2.25,1.72,2.13,-44,0.2219067670753494,973.6933608909883,1187.8263188579433,1.0,-4.865,-0.46666666666666673,-6,-9,-6,-6
H,11.0,12.0,0.0,4.0,5.0,9.0,2.0,6.0,1.0,2.0,0.0,0.0,2.3649999999999998,3.251666666666667,3.251666666666667,2.4,3.3,3.36,22,2019,2.2,1.82,2.08,1.76,7,0.23656617918391817,913.0885406166555,871.6318301561826,-1.0,2.3800000000000003,0.06666666666666671,2,2,0,5
D,3.0,14.0,0.0,2.0,12.0,14.0,3.0,10.0,3.0,1.0,0.0,0.0,2.235,3.151666666666667,3.643333333333334,2.3,3.25,3.75,22,2019,2.65,1.62,2.5,1.54,2,0.2450883375885501,907.7350780987077,857.8129976491412,1.0,5.477,0.26666666666666666,-2,-2,-2,-3
H,10.0,9.0,6.0,2.0,6.0,13.0,8.0,5.0,1.0,1.0,0.0,0.0,1.2216666666666667,6.586666666666667,14.245,1.25,7.0,17.0,22,2019,1.75,2.35,1.68,2.21,36,0.16368130427101546,1105.5124816971336,926.9665592170804,0.0,2.798,0.3333333333333333,8,8,9,6
A,15.0,16.0,6.0,2.0,11.0,11.0,7.0,7.0,1.0,4.0,0.0,0.0,2.2283333333333335,3.356666666666666,3.44,2.27,3.44,3.5,22,2019,2.16,1.81,2.09,1.75,-6,0.25484097628647767,970.0312737509327,993.9198173040857,0.0,0.20999999999999996,0.1333333333333333,0,0,-1,-1
H,15.0,16.0,3.0,7.0,17.0,8.0,5.0,9.0,5.0,0.0,0.0,0.0,1.7599999999999998,3.891666666666667,4.71,1.8,4.0,4.91,22,2019,1.72,2.3,1.68,2.2,9,0.23268936205266813,992.0449240971068,957.0899997053999,1.0,0.06599999999999984,-0.06666666666666665,2,1,3,3
A,23.0,8.0,6.0,3.0,7.0,9.0,10.0,3.0,2.0,1.0,0.0,1.0,1.9149999999999998,3.515,4.315,1.95,3.59,4.5,22,2019,2.13,1.85,2.05,1.78,19,0.20993916133332194,1013.2694404199624,924.0604162594237,1.0,8.181,0.1333333333333333,1,3,1,2
H,24.0,3.0,9.0,0.0,6.0,3.0,12.0,1.0,1.0,0.0,0.0,1.0,1.1833333333333333,7.578333333333333,15.964999999999998,1.2,8.0,18.0,22,2019,1.51,2.9,1.47,2.67,41,0.14996506738293797,1158.008643356884,993.2680164366137,-1.0,6.35,0.1333333333333333,10,9,7,10
A,21.0,13.0,11.0,8.0,8.0,8.0,7.0,4.0,1.0,2.0,0.0,0.0,2.07,3.600000000000001,3.616666666666667,2.15,3.7,3.75,22,2019,1.68,2.38,1.63,2.28,14,0.22195537280034086,1121.6815133652465,1067.6800421391106,1.0,3.5279999999999996,0.0,0,0,0,1
H,11.0,11.0,3.0,2.0,7.0,10.0,7.0,3.0,0.0,2.0,0.0,0.0,3.4549999999999996,3.8166666666666664,2.058333333333333,3.53,4.0,2.1,22,2019,1.55,2.71,1.51,2.55,-18,0.2592802277729883,985.0329015369483,1079.6458444444518,-1.0,0.514,0.0,-4,-5,-3,-4
H,13.0,13.0,5.0,1.0,13.0,15.0,5.0,6.0,0.0,2.0,0.0,0.0,3.0400000000000005,3.5750000000000006,2.3366666666666664,3.1,3.65,2.38,23,2019,1.71,2.31,1.67,2.21,-9,0.2571485348086478,1066.9880408238873,1110.7827259122382,0.0,-1.31,-0.19999999999999996,-2,1,-4,-1
H,10.0,9.0,4.0,1.0,6.0,10.0,2.0,3.0,0.0,1.0,0.0,0.0,2.3433333333333333,3.6183333333333336,2.9883333333333333,2.4,3.71,3.08,23,2019,1.67,2.42,1.63,2.29,-9,0.2571485348086478,943.5940538236748,997.6907051575128,-1.0,-3.5060000000000002,-0.2,-2,-4,-2,-1
A,12.0,14.0,4.0,5.0,10.0,8.0,7.0,10.0,2.0,3.0,0.0,0.0,5.323333333333333,3.6816666666666666,1.7333333333333334,5.5,3.8,1.75,23,2019,1.95,2.04,1.87,1.94,-53,0.19363804821508948,862.8194193469394,1110.1396225101494,1.0,-9.565999999999999,-0.26666666666666666,-8,-11,-7,-9
A,5.0,12.0,2.0,4.0,10.0,9.0,1.0,4.0,2.0,2.0,0.0,0.0,20.25166666666667,8.18,1.1466666666666665,21.51,8.5,1.16,23,2019,1.53,2.85,1.49,2.61,-66,0.13963390912631535,858.5265303424478,1169.177529317696,2.0,-14.832,-0.5333333333333333,-11,-10,-13,-8
H,19.0,9.0,9.0,3.0,6.0,8.0,8.0,3.0,0.0,1.0,1.0,0.0,1.19,7.366666666666667,16.013333333333332,1.2,7.5,18.0,23,2019,1.53,2.75,1.49,2.59,48,0.13211804635007662,1192.3406834839466,960.7177598594806,0.0,6.865,0.33333333333333337,5,8,6,6
H,20.0,7.0,5.0,3.0,11.0,11.0,6.0,5.0,1.0,0.0,0.0,0.0,1.3016666666666667,5.561666666666667,11.003333333333336,1.32,5.75,12.0,23,2019,1.73,2.29,1.68,2.2,18,0.21243166585976095,1079.2219329942077,969.1789962649849,-1.0,4.949999999999999,0.6666666666666667,7,9,8,6
H,16.0,9.0,6.0,1.0,11.0,6.0,7.0,10.0,0.0,1.0,0.0,0.0,1.97,3.315,4.376666666666666,2.0,3.4,4.53,23,2019,2.4,1.67,2.3,1.62,7,0.23656617918391817,921.6963150019758,907.0215454054011,0.0,1.2570000000000001,-0.19999999999999998,4,3,4,4
H,11.0,7.0,4.0,2.0,12.0,11.0,7.0,6.0,2.0,1.0,0.0,0.0,2.6966666666666668,3.3516666666666666,2.7133333333333334,2.76,3.41,2.75,23,2019,1.95,2.05,1.9,1.92,-18,0.2592802277729883,936.5730813441388,1005.5408699788319,1.0,-7.101,0.06666666666666665,-1,-1,-2,-3
D,9.0,11.0,4.0,3.0,14.0,9.0,1.0,7.0,1.0,2.0,0.0,0.0,1.6466666666666667,3.975,5.628333333333333,1.7,4.15,6.0,23,2019,1.9,2.09,1.83,1.99,20,0.20740678448968664,1003.2333311955377,921.9009514258986,0.0,-0.9420000000000001,-0.06666666666666665,0,1,0,-2
H,12.0,16.0,7.0,6.0,11.0,10.0,5.0,9.0,3.0,3.0,0.0,0.0,2.338333333333333,3.1683333333333334,3.4133333333333336,2.38,3.21,3.5,23,2019,2.5,1.64,2.38,1.59,-6,0.25484097628647767,982.0991304758015,1000.7567753352473,-2.0,0.6990000000000003,-0.3333333333333333,-3,-3,2,-5
H,15.0,19.0,4.0,2.0,14.0,12.0,4.0,7.0,3.0,3.0,0.0,0.0,1.2266666666666666,6.586666666666667,13.513333333333334,1.25,7.0,15.0,24,2019,1.44,3.25,1.41,2.9,41,0.14996506738293797,1083.8688585204393,887.8657910642526,0.0,4.675999999999999,0.13333333333333336,10,12,9,9
